image_path,ocr_text,yolo_classes,yolo_confs,topic
dataset/raw/chair/chair_18.jpg,,chair,0.9539,chairs
dataset/raw/chair/chair_19.jpg,,chair;cup;potted plant;vase;keyboard,0.9552;0.8988;0.8317;0.7090;0.3935,chairs
dataset/raw/chair/chair_20.jpg,,chair;potted plant,0.8573;0.7974,chairs
dataset/raw/chair/chair_21.jpg,,chair,0.9151,chairs
dataset/raw/chair/chair_22.jpg,,chair,0.8054,chairs
dataset/raw/chair/chair_23.jpg,,chair,0.8956,chairs
dataset/raw/chair/chair_24.jpg,,chair,0.9568,chairs
dataset/raw/chair/chair_25.jpg,,chair;book;book;boat;book,0.9008;0.7789;0.7533;0.6705;0.6275,chairs
dataset/raw/chair/chair_26.jpg,,chair,0.9166,chairs
dataset/raw/chair/chair_27.jpg,,chair,0.8960,chairs
dataset/raw/chair/chair_28.jpg,,chair;chair,0.9617;0.8955,chairs
dataset/raw/chair/chair_29.jpg,M E G A Uovo SALE! 50%1 о5 Furniture S H 0 ₽ N 0 W UP TO 50% M E G A OFF SALEI  H 0 ₽ N 0 W Furniture o)6,chair;chair;couch;vase;potted plant,0.9141;0.9042;0.8804;0.8721;0.8505,chairs
dataset/raw/chair/chair_30.jpg,"Chair Larem ipsum dalor sit amet COmetlelu daipiscing  elil  Verum tпел тнашь gtandioribus cicas; ipsae verba rapiunt; Zenanis est; inquam; hac Staici- Dua шалЦпi inlenut Quis contfa In illa acate Бшаtы шалsan Ilam eltalst sua mihll Inteisit mom tamen diligat? Quam illa WIacentls dubre; ~LяlтH sull Cur CGitem? Bestfarum Uuic nullum tudicium puto: Banum Incalumls Hеtен misera caecltas: Nan est [gltur wa- ШВа$БВШШ Quad quicem tam fit etlam Rcademla Пэ , | shutterstock com 1104654062 Fege",,,chairs
dataset/raw/chair/chair_31.jpg,EXCLUSIVE FURNITURE FURGINSNE папен мр папеяит Design by All-free-download com,chair;chair;chair;vase;potted plant,0.9137;0.9108;0.9057;0.5568;0.5500,chairs
dataset/raw/chair/chair_32.jpg,[MI % BII Design by All frec-downloadcom,,,chairs
dataset/raw/chair/chair_33.jpg,Styla Living in Stvle Style ]4яякожт 6066 FFURNITURE стоrаmul Dnrallumaliie Stlc Livnа in uuлg Uаg,,,chairs
dataset/raw/chair/chair_34.jpg,NEW ARRIVAL GAMING CHAIR Чаил;ЕЧАWEБЗПЕЧАЫЕаu,chair,0.5264,chairs
dataset/raw/chair/chair_35.jpg,,chair;chair;chair;dining table,0.8601;0.8383;0.8363;0.3843,chairs
dataset/raw/chair/chair_36.jpg,"GALAX GALAX GFLFH БГ-D2 RGB GALAX БНПIПБ EHFIR ШhiLe Features: RGB EFFECT ADJUSTABLE SEAT ВАСК GALAX 4D ADJUSTABLE ARMREST Colors AT JUST 228,999.00 w W W . a х . С 0 m Key 1809 9 a |",chair,0.7419,chairs
dataset/raw/chair/chair_37.jpg,[un l AIren cипbс ] com,chair;potted plant;vase;vase;kite,0.7930;0.7512;0.5978;0.5140;0.3909,chairs
dataset/raw/chair/chair_38.jpg,OFFICE CHAIRS Шыu mo1  ILLUMINATION а mанtлн Шыu mо1  HOME LIBRARY airahu Leuim mor HOUSE EXTERIOR Lesi moi,,,chairs
dataset/raw/chair/chair_39.jpg,Mчz,chair;refrigerator;refrigerator,0.7891;0.6393;0.4688,chairs
dataset/raw/chair/chair_40.jpg,,chair,0.8416,chairs
dataset/raw/chair/chair_41.jpg,""" """,chair,0.6189,chairs
dataset/raw/chair/chair_42.jpg,shutterstock com 1572708484,chair;chair;person;potted plant;chair,0.9309;0.9272;0.7294;0.7250;0.6763,chairs
dataset/raw/chair/chair_43.jpg,"JEънct:halе ~Ыеаышин ]Ппр шегlьA Mемш LJIПея Еатгi Lanaг ! Gwч ЧLuгя Frznт Ти"" Wh Чиъ (Егапч И Егчп г LJn ТаJ cn",,,chairs
dataset/raw/chair/chair_44.jpg,; 7 < shutterstock_com 2433650177,chair;chair;chair;chair;chair,0.8611;0.8051;0.8001;0.8000;0.7960,chairs
dataset/raw/chair/chair_45.jpg,,chair;chair,0.5521;0.4159,chairs
dataset/raw/chair/chair_46.jpg,NHI,chair,0.9349,chairs
dataset/raw/chair/chair_47.jpg,,chair,0.8420,chairs
dataset/raw/clock/clock_01.webp,НАСТЕННЫЕ БАТАРЕЙКА В КОМПЛЕКТЕ ЧАСЫ 11 12 10 3 8 4 7 6 5 25 CM,clock;clock;potted plant,0.9568;0.5390;0.4114,clocks
dataset/raw/clock/clock_02.webp,настройка люминес  времени центные колесиком стрелки ииндекс [ 3 ATM защита от воды 1 5 1 надежность прочное стекло и точноСТЬ устойчивое механизмов к царапинам 1< @ !gg аяглк g,clock;clock;clock;clock;clock,0.9326;0.8141;0.7848;0.6047;0.4186,clocks
dataset/raw/clock/clock_03.webp,ЧАСЫ БЕСШУМНЫЕ 7 V У НАСТЕННЫЕ 53x3] см 12 1l 1 10 2 (Og 8 7 5 6 Плeиcg 3 Nосuмrg,cup;cup;clock;spoon;spoon,0.9231;0.9230;0.8401;0.7075;0.6978,clocks
dataset/raw/clock/clock_04.jpg,РАЗМЕРЫ общая длина 250 мм толщина 15 мм FH {4 2H АЦM S ae Ifш] диаметр 49 мм,tv,0.3542,clocks
dataset/raw/clock/clock_05.jpg,люксовое качество I2 10 2 3 8 4 кB д ГЦ плавный ход 7 тихая работа простая установка 6 5,clock;chair;tv;potted plant;keyboard,0.9562;0.9192;0.8815;0.8448;0.7796,clocks
dataset/raw/clock/clock_06.jpg,чс НАРУчНЫЕ МРОБА ПОдАРОЧНАя AIYISHI 1821 QUARTZ,clock,0.8985,clocks
dataset/raw/clock/clock_07.jpg,Часы СвЕNяся бесшумные 20-50 см 12 1 11 10  2 9 3 8 4 1 6 5,person;couch;cup;potted plant;clock,0.9493;0.8394;0.7048;0.7039;0.4245,clocks
dataset/raw/clock/clock_08.jpg,"петские кварцевые чнсы 11 12 1 (""nьRuI 10 2 3 6 5 подарок ( MINGRUI MINGRUI 3",person;clock;clock,0.7584;0.7160;0.7094,clocks
dataset/raw/clock/clock_09.jpg,Попхопит ппя запястья обхватом 15-22 сM 12 Cuncnui 10 2 3 ППЯ ПЕВОЧЕК 3 И МАпЬчиков 8 4 @ 7-14 ПЕТ 2 см (пыRuI упаковка [ е1 ъ,cup;clock,0.9500;0.8775,clocks
dataset/raw/clock/clock_10.jpg,ЦИФЕРБЛАТ ДЛИНА 41 MM МИНЕРАЛЬНОЕ СТЕКЛО УСТОЙЧИВОЕ ШИРИНА К ЦАРАПИНАМ 36 MM ДИАГОНАЛЬ 44 MM n ELT ПM E L 8 2 ' 2,clock,0.4453,clocks
dataset/raw/clock/clock_11.jpg,ПРОЧНЫЙ МАТЕРИАЛ I КАЧЕСТВЕННЫЙ СJ И ЛЕГКИЙ ПЛАСТИК ЛЕГКО УХАЖИВАТЬ УСТОЙЧИВО К ПОВРЕЖДЕНИЯМ И ЦАРАПИНАМ 6 1 6 5,clock,0.9616,clocks
dataset/raw/clock/clock_12.png,ЧАСЫ ПРОСЛУЖАТ BАМ много лет 12 СРОК СЛУЖБЫ КВАРЦЕВОГО 2 МЕХАНИЗМА до 10 ЛЕТ 3 РАБОТАЮТ КВАРЦ 4 От БАТАРЕЙКИ AA*ДО | ГОДА 6 5 не входит в комплект 1 1 1 1 |,clock,0.8807,clocks
dataset/raw/clock/clock_13.png,11 10 2 9 3 @IЧMI 87 6 54 29х34 см ЧАСЫ НАСТЕННЫЕ ИНТЕРЬЕРНЫЕ: 42 1,clock,0.4624,clocks
dataset/raw/clock/clock_14.png,ВЫСОКОЕ КАЧЕСТВО 1112 1 10 9 3 4 РОССИЙСКОЕ ПРОИЗВОДСТВО КВАРЦЕВЫЙ МЕХАНИЗМ ДОЛГИЙ СРОК СЛУЖБЫ ГАРАНТИЯ 12 МЕСЯЦЕВ 8 7 6 5,bowl;bowl;bowl;bowl;bowl,0.8906;0.8355;0.8048;0.8010;0.7578,clocks
dataset/raw/clock/clock_15.png,"Wsk Kids 0,00 веc 25 г 0 05 ,J диаметр корпуса RTZ 2 30 мм iRis] 3 ширина ремешка 16 мм 8 5 толщина корпуса 25 8 мм длина браслета 14-19 см",clock,0.8854,clocks
dataset/raw/clock/clock_16.png,Часы наручные женские 12 AIT 9 2 8 3 5 5 WATcH QUARTZ,clock,0.9300,clocks
dataset/raw/clock/clock_17.png,ЧАСЫ НАРУЧНЫЕ С АРАБСКИМИ ЦИФРАМИ КВАРЦЕВЫЙ МЕХАНИЗМ СКРЫТАЯ ЗАСТЕЖКА WR 30,clock,0.4020,clocks
dataset/raw/clock/clock_18.png,ЗАЩИЩЕНЫ СТЕКЛОМ ПРОЧНЫЙ КОРПУС ЛЕГКОЧИТАЕМЫЙ ЦИФЕРБЛАТ 11 12 1 езьии 10 3,clock,0.8227,clocks
dataset/raw/clock/clock_19.png,Б И НАР Н Ы Е НАРУЧНЫЕ ЧАСЫ стильный 01 02 ДИЗАЙН 03 10 04 20 05 30 06 40 07 50 08 09 10 03 11 04 # 12 05 AM 06 0T 07 08 0 09 5 АTM я1эowэ HR MIN 02 ХИЦАЕМОСть :,,,clocks
dataset/raw/clock/clock_20.webp,ЗАЩИЩЕНЫ СТЕКЛОМ ПРОЧНЫЙ КОРПУС ЛЕГКОЧИТАЕМЫЙ ЦИФЕРБЛАТ 11 1 1 10 3 8 4 7 6 5,clock;clock;clock;clock,0.6769;0.5400;0.5118;0.4939,clocks
dataset/raw/clock/clock_21.webp,ЧАСЫ ЖЕНСКИЕ ЭХЕГАНТНЫЙ КВАРЦЕВЫЕ АИЗАЙН poelиger,,,clocks
dataset/raw/clock/clock_22.webp,ВОДОСТОЙКИЕ ЗАТМ СТИЛЬНЫЙ ДИЗАЙН КВАРЦЕВЫЙ МЕХАНИЗМ SK,clock,0.9530,clocks
dataset/raw/clock/clock_23.webp,МУЖСКИЕ ЧАСЫ ТАКТИЧЕСКИЕ ВОДОНЕПРОНИЦАЕМЫЕ НАДЕЖНЫЕ УДАРОПРОЧНЫЙ КОРПУС ЗАЩИТА ОТ HIGH ВОДЫ ДО 30 M HЕ ВСТРОЕННЫЙ оw БУДИЛЬНИК НмEН WR ЗОМ Ci ЯРКАЯ LED- sNz ALM ПОДСТВЕТКА SIG NJ4 ГАРАНТИЯ ГОД 7дт=sf=s]7 ПОСТАВЛЯЮТСЯ В ПОДАРОЧНОЙ КОРОБКЕ ИДЕАЛЬНО ДЛЯ ПОДАРКА МУЖЧИНЕ sPORT WATCH 5 5,clock;clock,0.4942;0.3828,clocks
dataset/raw/clock/clock_24.webp,в АБ В 2 [school GIRL,clock;clock,0.7256;0.5557,clocks
dataset/raw/clock/clock_25.webp,ЧАСЫ НАРУЧНЫЕ ПАРА ЧАСОВ 155/ I60 <9 12 {05} 1о 155/ 160/ q { 12 {05 10 $ 7301 1251 БРАСЛЕТЫ B ПОДАРОК GENEVA 2 GENEVA пын 7151 |,clock,0.5346,clocks
dataset/raw/cup/cup_01.webp,КРУЖКА 300 мл керамика объём Bctter coffec Ше надёжная упаковка Bcttar,cup;teddy bear;teddy bear;teddy bear;dining table,0.9691;0.8836;0.7709;0.7277;0.6334,cups
dataset/raw/cup/cup_02.jpg,,cup;bed,0.9453;0.5402,cups
dataset/raw/cup/cup_03.jpg,НЯБОР КРУЖЕК из ППАстикн 1 6 шт аnя хопоаных и ГОРячИХ нАПИТКОВ,cup;cup;cup;cup,0.9720;0.9406;0.9362;0.8580,cups
dataset/raw/cup/cup_04.jpg,Невероятно красивые: Винтажный узор,cup;spoon;cup;dining table;potted plant,0.7785;0.7320;0.6185;0.6010;0.6003,cups
dataset/raw/cup/cup_05.jpg,"11 , 0 КРУЖКА С ПРИНТОМ ROBLOX '2 ~ ' 2",,,cups
dataset/raw/cup/cup_06.jpg,КРУЖКА ФЛАГ РоссИИ 340 мЛ,person;tie;vase;cup,0.9505;0.8725;0.7904;0.6429,cups
dataset/raw/cup/cup_07.jpg,"КРУЖКА двойными стенками ДЛЯ ГОРЯЧИХ ТЕРМОСТОЙКОЕ И ХОЛОДНЫХ СТЕКЛО НАПИТКОВ В ПОДАРОК 300 МЛ BAС ТОЧНО СПРОСЯТ, ГДЕ КУПИЛИ",cup;apple;apple,0.9381;0.6114;0.5196,cups
dataset/raw/cup/cup_08.jpg,КРУЖКЯ принт c двух сторон ОЧЕНЬ СИМЬНО БЕСИТЕ крутой 7од А p o*,cup;cup,0.9581;0.9390,cups
dataset/raw/cup/cup_09.jpg,туристическая КРУЖКА нержавеющая сталь 300 ОБЪЕМ МШРHA МЛ,person;cell phone,0.8024;0.7720,cups
dataset/raw/cup/cup_10.png,КРУЖКА МАТЕРИАЛ ОБЪЁМ КЕРАМИКА 180 мл,cup;fork,0.9768;0.5185,cups
dataset/raw/cup/cup_11.png,РУЧКА НЕ НАГРЕВАЕТСЯ СОХРАНЯЕТ ТЕПЛО НАПИТКА,cup,0.9793,cups
dataset/raw/cup/cup_12.png,УПРОЧНЕННЫЙ ФАРФОР ЭКОЛОГИЧЕН И БЕЗОПАСЕН ДЛЯ ПРОДУКТОВ ТОЛЩИНА 2-3 MM 2 ВИДА ГЛАЗУРИ: МАТОВАЯ И ГЛЯНЦЕВАЯ МАТОВАЯ ГЛАЗУРЬ ГЛЯНЦЕВАЯ ГЛАЗУРЬ ТАКТИЛЬНО ПРИЯТНАЯ HА ВНУТРЕННЕЙ СТОРОНЕ ВНЕШНЯЯ ПОВЕРХНОСТЬ HE ВПИТЫВАЕТ ЗАПАХИ SOFT-TOUCH И НЕ ПОГЛОЩАЕТ ЖИРЫ,cup,0.9905,cups
dataset/raw/cup/cup_13.png,99о РАЗМЕРЫ И ОБЪЁМ: 9 8 330 мл MM MМ,,,cups
dataset/raw/cup/cup_14.png,ТАK выГЛЯдИТ ХОЛОДНАЯ КРУЖКА В холодном состоянии кружка черная Холодная кружка ),,,cups
dataset/raw/cup/cup_15.png,"Объем 330 мл Кол-во 1 шт: о 3 ЧТОБЫ УВИДЕТЬ МАГИЮ; достаточно просто залить в кружку горячий напиток Она сразу изменит свой цвет и на ней проявится рисунок Чем выше температура напитка; тем быстрее происходит этот процесс Когда кружка остывает она вновь становится черной; и рисунок исчезает: процесс 1 роэдупления 1 идёт #24b + хохЬ 6 З2*, Т=з ч 9",cup,0.6785,cups
dataset/raw/cup/cup_16.png,II= КРУМКА ХАМЕЛЕВН,cup;cup;cup,0.9801;0.9768;0.5442,cups
dataset/raw/cup/cup_17.png,КРУЖКА ОБЪЁМ керамшка 3606 м^ МАТЕРИАЛ,cup;dining table,0.9852;0.3675,cups
dataset/raw/cup/cup_18.webp,SIMA MAGISTRO LAND КРУЖКА форфоробоя 200 wW,cup;bowl;apple;dining table;orange,0.9784;0.6072;0.5645;0.4969;0.4674,cups
dataset/raw/cup/cup_19.webp,КРУЖКА 330 м^ с принтом ЯРКИЙ РИСУНОК СДВУХ СТОРОН BI BOSS 11 круужка,cup;cup,0.9836;0.9804,cups
dataset/raw/cup/cup_20.webp,КРУЖКА ЭМАЛИРОВАННАЯ 470 ми FNJOY GANRFIE HaWore yquг sweet home For,cup,0.9721,cups
dataset/raw/cup/cup_21.webp,Двойное стекло не обжигает руки = 2,cup,0.9623,cups
dataset/raw/cup/cup_22.webp,МАТЕРИАЛ изготовлена из ЭКОЛОГИЧНЫХ материалов жаропрочное стекло безопасна для пищевых продуктов не впитывает запахи,cup,0.9456,cups
dataset/raw/cup/cup_23.webp,ДЕТСКАЯ КРУЖКА MILK #i 280 MI,cup,0.9850,cups
dataset/raw/cup/cup_24.webp,"КРУ""KA 330 MЛ ЗШЯtf #аtl НАДЁМНАЯ УПАКОВКА",cup;cup;cup;tie;person,0.9666;0.9350;0.8631;0.6836;0.6719,cups
dataset/raw/cup/cup_25.webp,ПРЕИМУЩЕСТВА ЦВЕТ HE СМЫВАЕТСЯ И HE ТУСКНЕЕТ ДОЛГОВЕЧНА И УСТОЙЧИВА К СКОЛАМ ГЛАДКАЯ ПОВЕРХНОСТЬ,cup,0.9125,cups
dataset/raw/cutlery/cutlery_01.webp,ОХОТНИЧИЙ НОЖ Нержавеющая сталь б5Х13 Чехол в комплекте 0 ₽ ' MAES Сочетание качества и комфорта 8 2,,,cutlery
dataset/raw/cutlery/cutlery_02.webp,"APOLLO ПИЩЕВОЙ ПЛАСТИК PP НЕРЖАВЕЮЩАЯ СТАЛЬ АНТИПРИГАРНОЕ ПОКРЫТИЕ NON-STICK* НОЖ ДЛЯ ОВОЩЕЙ Штэтэ Fnes& Иголо НОЖ УНИВЕРСАЛЬНЫЙ рлкеа , APalо НОЖ КУХОННЫЙ Lnнтъчота AFOlо #АНТИПРИГАРНОЕ ПОКРЫТИЕ NON-STICK УМЕНЬШАЕТ КОНТАКТ ПРОДУКТОВ CO СТАЛЬЮ; ПРЕДОТВРАЩАЯ ПРОЦЕСС ОКИСЛЕНИЯ JAPOLIO Protectian Уувт @ Hygienic Е [Extra | Itы1 лаz",knife;scissors,0.4006;0.3614,cutlery
dataset/raw/cutlery/cutlery_03.jpg,СТОЛОВЫХ ПРИБОРОВ НАБОР ПЕРСОН ПРЕМИУМ КАЧЕСТВО 24 ПРЕДМЕТОВ,spoon;spoon;orange;orange;fork,0.8981;0.7826;0.7436;0.7381;0.6573,cutlery
dataset/raw/cutlery/cutlery_04.jpg,ИАЕААЬНО ГААДКИЕ КРАЯ,fork;spoon;knife;fork,0.9650;0.8167;0.5977;0.3632,cutlery
dataset/raw/cutlery/cutlery_05.jpg,Вилка деревянная Избамбука Гладкая Легкая Компактная,,,cutlery
dataset/raw/cutlery/cutlery_06.jpg,НАБОР СТОЛОВЫХ ПРИБОРОВ 30 2 пары палочек ШТ B поАарок ЗОХОТО Premium HA 6 ПЕРСОН,,,cutlery
dataset/raw/cutlery/cutlery_07.jpg,ТОТ САМЫЙ набор СТОЛоВЫХ 16 приборов предметов в стиле Pinterest В подарочной коробке,knife;fork;spoon;spoon;fork,0.9629;0.9210;0.8992;0.7543;0.6565,cutlery
dataset/raw/cutlery/cutlery_08.jpg,,spoon;fork;spoon;fork;dining table,0.9083;0.9045;0.8694;0.7817;0.6962,cutlery
dataset/raw/cutlery/cutlery_09.jpg,гипоаллергенный MEIAMI титановое жаропрочный ПЮКРЫТИ MHTEPIAI,fork;knife;spoon;toothbrush,0.9280;0.6019;0.5097;0.4032,cutlery
dataset/raw/cutlery/cutlery_10.jpg,PREMIUM РАЗМЕРЫ ПРИБОРОВ КАЧЕСТВО *1 43 т ЗЕРКАЛЬНАЯ ПОЛИРОВКА CM CM CM,fork;spoon;spoon;scissors,0.9330;0.7809;0.5222;0.4236,cutlery
dataset/raw/cutlery/cutlery_11.png,БЕЗОПАСНЫЕ КРУГЛЫЕ ЗУБЬЯ ГЛАДКИЙ КРАЙ ЛАЗЕРНАЯ РЕЗКА ЖИВОТНЫХ,fork;fork;spoon;spoon,0.9485;0.9445;0.8850;0.7299,cutlery
dataset/raw/cutlery/cutlery_12.png,ЗЕРКАЛЬНОЕ долгий БЕЗУПРЕЧНАЯ ПОКРЫТИЕ СРОК СЛУЖБЫ ПОЛИРОВКА ПРЕМИУМ КАЧЕСТВО,fork;spoon;knife;cup;fork,0.9783;0.9218;0.5288;0.4799;0.4023,cutlery
dataset/raw/cutlery/cutlery_13.png,"РАЗМЕР З,7см 3 см 3 см Ё ; ; ; Правильный вес и балансировка обеспечивают комфорт при использовании для самых маленьких гурманов Помогают малышу быстрее научится пользоваться столовыми приборами",spoon;fork;spoon;knife;spoon,0.9394;0.9137;0.9065;0.6340;0.5379,cutlery
dataset/raw/cutlery/cutlery_14.png,зеркальная полuровка лаконичный дuзайн,fork;mouse,0.8993;0.4070,cutlery
