image_path,ocr_text,yolo_classes,yolo_confs,topic
dataset/raw/hat/hat_15.jpg,,,,hats
dataset/raw/hat/hat_16.jpg,,,,hats
dataset/raw/hat/hat_17.jpg,,,,hats
dataset/raw/hat/hat_18.jpg,,,,hats
dataset/raw/hat/hat_19.jpg,,,,hats
dataset/raw/hat/hat_20.jpg,,,,hats
dataset/raw/hat/hat_21.jpg,,,,hats
dataset/raw/hat/hat_22.jpg,,,,hats
dataset/raw/hat/hat_23.jpg,,,,hats
dataset/raw/hat/hat_24.jpg,,,,hats
dataset/raw/hat/hat_25.jpg,,,,hats
dataset/raw/hat/hat_26.jpg,,,,hats
dataset/raw/hat/hat_27.jpg,,,,hats
dataset/raw/hat/hat_28.jpg,,,,hats
dataset/raw/hat/hat_29.jpg,,,,hats
dataset/raw/hat/hat_30.jpg,,,,hats
dataset/raw/hat/hat_31.jpg,,,,hats
dataset/raw/hat/hat_32.jpg,,,,hats
dataset/raw/hat/hat_33.jpg,,,,hats
dataset/raw/hat/hat_34.jpg,,,,hats
dataset/raw/hat/hat_35.jpg,,,,hats
dataset/raw/hat/hat_36.jpg,,,,hats
dataset/raw/hat/hat_37.jpg,,,,hats
dataset/raw/hat/hat_38.jpg,,,,hats
dataset/raw/hat/hat_39.jpg,,,,hats
dataset/raw/hat/hat_40.jpg,,,,hats
dataset/raw/hat/hat_41.jpg,,,,hats
dataset/raw/hat/hat_42.jpg,,,,hats
dataset/raw/hat/hat_43.jpg,,,,hats
dataset/raw/hat/hat_44.jpg,,,,hats
dataset/raw/hat/hat_45.jpg,,,,hats
dataset/raw/hat/hat_46.jpg,,,,hats
dataset/raw/hat/hat_47.jpg,,,,hats
dataset/raw/hat/hat_48.jpg,,,,hats
dataset/raw/hat/hat_49.jpg,,,,hats
dataset/raw/hat/hat_50.jpg,,,,hats
dataset/raw/hat/hat_51.jpg,,,,hats
dataset/raw/headphones/headphones_01.jpg,,,,headphones
dataset/raw/headphones/headphones_02.jpg,,,,headphones
dataset/raw/headphones/headphones_03.jpg,,,,headphones
dataset/raw/headphones/headphones_04.jpg,,,,headphones
dataset/raw/headphones/headphones_05.jpg,,,,headphones
dataset/raw/headphones/headphones_06.jpg,,,,headphones
dataset/raw/headphones/headphones_07.jpg,,,,headphones
dataset/raw/headphones/headphones_08.jpg,,,,headphones
dataset/raw/headphones/headphones_09.jpg,,,,headphones
dataset/raw/headphones/headphones_10.jpg,,,,headphones
dataset/raw/headphones/headphones_11.jpg,,,,headphones
dataset/raw/headphones/headphones_12.jpg,,,,headphones
dataset/raw/headphones/headphones_13.jpg,,,,headphones
dataset/raw/headphones/headphones_14.jpg,,,,headphones
dataset/raw/headphones/headphones_15.jpg,,,,headphones
dataset/raw/headphones/headphones_16.jpg,,,,headphones
dataset/raw/headphones/headphones_17.jpg,,,,headphones
dataset/raw/headphones/headphones_18.jpg,,,,headphones
dataset/raw/headphones/headphones_19.jpg,,,,headphones
dataset/raw/headphones/headphones_20.jpg,,,,headphones
dataset/raw/headphones/headphones_21.jpg,,,,headphones
dataset/raw/headphones/headphones_22.jpg,,,,headphones
dataset/raw/headphones/headphones_23.jpg,,,,headphones
dataset/raw/headphones/headphones_24.jpg,,,,headphones
dataset/raw/headphones/headphones_25.jpg,,,,headphones
dataset/raw/headphones/headphones_26.jpg,,,,headphones
dataset/raw/headphones/headphones_27.jpg,,,,headphones
dataset/raw/headphones/headphones_28.jpg,,,,headphones
dataset/raw/headphones/headphones_29.jpg,,,,headphones
dataset/raw/headphones/headphones_30.jpg,,,,headphones
dataset/raw/headphones/headphones_31.jpg,,,,headphones
dataset/raw/headphones/headphones_32.jpg,,,,headphones
dataset/raw/headphones/headphones_33.jpg,,,,headphones
dataset/raw/headphones/headphones_34.jpg,,,,headphones
dataset/raw/headphones/headphones_35.jpg,,,,headphones
dataset/raw/headphones/headphones_36.jpg,,,,headphones
dataset/raw/headphones/headphones_37.jpg,,,,headphones
dataset/raw/headphones/headphones_38.jpg,,,,headphones
dataset/raw/headphones/headphones_39.jpg,,,,headphones
dataset/raw/headphones/headphones_40.jpg,,,,headphones
dataset/raw/headphones/headphones_41.jpg,,,,headphones
dataset/raw/headphones/headphones_42.jpg,,,,headphones
dataset/raw/headphones/headphones_43.jpg,,,,headphones
dataset/raw/headphones/headphones_44.jpg,,,,headphones
dataset/raw/headphones/headphones_45.jpg,,,,headphones
dataset/raw/headphones/headphones_46.jpg,,,,headphones
dataset/raw/headphones/headphones_47.jpg,,,,headphones
dataset/raw/headphones/headphones_48.jpg,,,,headphones
dataset/raw/headphones/headphones_49.jpg,,,,headphones
dataset/raw/headphones/headphones_50.jpg,,,,headphones
dataset/raw/headphones/headphones_51.jpg,,,,headphones
dataset/raw/headphones/headphones_52.jpg,,,,headphones
dataset/raw/headphones/headphones_53.jpg,,,,headphones
dataset/raw/jacket/jacket_01.jpg,,,,jackets
dataset/raw/jacket/jacket_02.jpg,,,,jackets
dataset/raw/jacket/jacket_03.jpg,,,,jackets
dataset/raw/jacket/jacket_04.jpg,,,,jackets
dataset/raw/jacket/jacket_05.jpg,,,,jackets
dataset/raw/jacket/jacket_06.jpg,,,,jackets
dataset/raw/jacket/jacket_07.jpg,,,,jackets
dataset/raw/jacket/jacket_08.jpg,,,,jackets
dataset/raw/jacket/jacket_09.jpg,,,,jackets
dataset/raw/jacket/jacket_10.jpg,,,,jackets
dataset/raw/jacket/jacket_11.jpg,,,,jackets
dataset/raw/jacket/jacket_12.jpg,,,,jackets
dataset/raw/jacket/jacket_13.jpg,,,,jackets
dataset/raw/jacket/jacket_14.jpg,,,,jackets
dataset/raw/jacket/jacket_15.jpg,,,,jackets
dataset/raw/jacket/jacket_16.jpg,,,,jackets
dataset/raw/jacket/jacket_17.jpg,,,,jackets
dataset/raw/jacket/jacket_18.jpg,,,,jackets
dataset/raw/jacket/jacket_19.jpg,,,,jackets
dataset/raw/jacket/jacket_20.jpg,,,,jackets
dataset/raw/jacket/jacket_21.jpg,,,,jackets
dataset/raw/jacket/jacket_22.jpg,,,,jackets
dataset/raw/jacket/jacket_23.jpg,,,,jackets
dataset/raw/jacket/jacket_24.jpg,,,,jackets
dataset/raw/jacket/jacket_25.jpg,,,,jackets
dataset/raw/jacket/jacket_26.jpg,,,,jackets
dataset/raw/jacket/jacket_27.jpg,,,,jackets
dataset/raw/jacket/jacket_28.jpg,,,,jackets
dataset/raw/jacket/jacket_29.jpg,,,,jackets
dataset/raw/jacket/jacket_30.jpg,,,,jackets
dataset/raw/jacket/jacket_31.jpg,,,,jackets
dataset/raw/jacket/jacket_32.jpg,,,,jackets
dataset/raw/jacket/jacket_33.jpg,,,,jackets
dataset/raw/jacket/jacket_34.jpg,,,,jackets
dataset/raw/jacket/jacket_35.jpg,,,,jackets
dataset/raw/jacket/jacket_36.jpg,,,,jackets
dataset/raw/jacket/jacket_37.jpg,,,,jackets
dataset/raw/jacket/jacket_38.jpg,,,,jackets
dataset/raw/jacket/jacket_39.jpg,,,,jackets
dataset/raw/jacket/jacket_40.jpg,,,,jackets
dataset/raw/jacket/jacket_41.jpg,,,,jackets
dataset/raw/jacket/jacket_42.jpg,,,,jackets
dataset/raw/jacket/jacket_43.jpg,,,,jackets
dataset/raw/jacket/jacket_44.jpg,,,,jackets
dataset/raw/jacket/jacket_45.jpg,,,,jackets
dataset/raw/jacket/jacket_46.jpg,,,,jackets
dataset/raw/jacket/jacket_47.jpg,,,,jackets
dataset/raw/jacket/jacket_48.jpg,,,,jackets
dataset/raw/jacket/jacket_49.jpg,,,,jackets
dataset/raw/jacket/jacket_50.jpg,,,,jackets
dataset/raw/jacket/jacket_51.jpg,,,,jackets
dataset/raw/jacket/jacket_52.jpg,,,,jackets
dataset/raw/jacket/jacket_53.jpg,,,,jackets
dataset/raw/jacket/jacket_54.jpg,,,,jackets
dataset/raw/jacket/jacket_55.jpg,,,,jackets
dataset/raw/lipstick/lipstick_01.jpg,,,,lipsticks
dataset/raw/lipstick/lipstick_02.jpg,,,,lipsticks
dataset/raw/lipstick/lipstick_03.jpg,,,,lipsticks
dataset/raw/lipstick/lipstick_04.jpg,,,,lipsticks
dataset/raw/lipstick/lipstick_05.jpg,,,,lipsticks
dataset/raw/lipstick/lipstick_06.jpg,,,,lipsticks
dataset/raw/lipstick/lipstick_07.jpg,,,,lipsticks
dataset/raw/lipstick/lipstick_08.jpg,,,,lipsticks
dataset/raw/lipstick/lipstick_09.jpg,,,,lipsticks
dataset/raw/lipstick/lipstick_10.jpg,,,,lipsticks
dataset/raw/lipstick/lipstick_11.jpg,,,,lipsticks
dataset/raw/lipstick/lipstick_12.jpg,,,,lipsticks
dataset/raw/lipstick/lipstick_13.jpg,,,,lipsticks
dataset/raw/lipstick/lipstick_14.jpg,,,,lipsticks
dataset/raw/lipstick/lipstick_15.jpg,,,,lipsticks
dataset/raw/lipstick/lipstick_16.jpg,,,,lipsticks
dataset/raw/lipstick/lipstick_17.jpg,,,,lipsticks
dataset/raw/lipstick/lipstick_18.jpg,,,,lipsticks
dataset/raw/lipstick/lipstick_19.jpg,,,,lipsticks
dataset/raw/lipstick/lipstick_20.jpg,,,,lipsticks
dataset/raw/lipstick/lipstick_21.jpg,,,,lipsticks
dataset/raw/lipstick/lipstick_22.jpg,,,,lipsticks
dataset/raw/lipstick/lipstick_23.jpg,,,,lipsticks
dataset/raw/lipstick/lipstick_24.jpg,,,,lipsticks
dataset/raw/lipstick/lipstick_25.jpg,,,,lipsticks
dataset/raw/lipstick/lipstick_26.jpg,,,,lipsticks
dataset/raw/lipstick/lipstick_27.jpg,,,,lipsticks
dataset/raw/lipstick/lipstick_28.jpg,,,,lipsticks
dataset/raw/lipstick/lipstick_29.jpg,,,,lipsticks
dataset/raw/lipstick/lipstick_30.jpg,,,,lipsticks
dataset/raw/lipstick/lipstick_31.jpg,,,,lipsticks
dataset/raw/lipstick/lipstick_32.jpg,,,,lipsticks
dataset/raw/lipstick/lipstick_33.jpg,,,,lipsticks
dataset/raw/lipstick/lipstick_34.jpg,,,,lipsticks
dataset/raw/lipstick/lipstick_35.jpg,,,,lipsticks
dataset/raw/lipstick/lipstick_36.jpg,,,,lipsticks
dataset/raw/lipstick/lipstick_37.jpg,,,,lipsticks
dataset/raw/lipstick/lipstick_38.jpg,,,,lipsticks
dataset/raw/lipstick/lipstick_39.jpg,,,,lipsticks
dataset/raw/lipstick/lipstick_40.jpg,,,,lipsticks
dataset/raw/lipstick/lipstick_41.jpg,,,,lipsticks
dataset/raw/lipstick/lipstick_42.jpg,,,,lipsticks
dataset/raw/lipstick/lipstick_43.jpg,,,,lipsticks
dataset/raw/lipstick/lipstick_44.jpg,,,,lipsticks
dataset/raw/lipstick/lipstick_45.jpg,,,,lipsticks
dataset/raw/lipstick/lipstick_46.jpg,,,,lipsticks
dataset/raw/lipstick/lipstick_47.jpg,,,,lipsticks
dataset/raw/lipstick/lipstick_48.jpg,,,,lipsticks
dataset/raw/lipstick/lipstick_49.jpg,,,,lipsticks
dataset/raw/lipstick/lipstick_50.jpg,,,,lipsticks
dataset/raw/lipstick/lipstick_51.jpg,,,,lipsticks
dataset/raw/lipstick/lipstick_52.jpg,,,,lipsticks
dataset/raw/lipstick/lipstick_53.jpg,,,,lipsticks
dataset/raw/lipstick/lipstick_54.jpg,,,,lipsticks
dataset/raw/lipstick/lipstick_55.jpg,,,,lipsticks
dataset/raw/lipstick/lipstick_56.jpg,,,,lipsticks
dataset/raw/lipstick/lipstick_57.jpg,,,,lipsticks
dataset/raw/notebook/notebook_01.jpg,,,,notebooks
dataset/raw/notebook/notebook_02.jpg,,,,notebooks
dataset/raw/notebook/notebook_03.jpg,,,,notebooks
dataset/raw/notebook/notebook_04.jpg,,,,notebooks
dataset/raw/notebook/notebook_05.jpg,,,,notebooks
dataset/raw/notebook/notebook_06.jpg,,,,notebooks
dataset/raw/notebook/notebook_07.jpg,,,,notebooks
dataset/raw/notebook/notebook_08.jpg,,,,notebooks
dataset/raw/notebook/notebook_09.jpg,,,,notebooks
dataset/raw/notebook/notebook_10.jpg,,,,notebooks
dataset/raw/notebook/notebook_11.jpg,,,,notebooks
dataset/raw/notebook/notebook_12.jpg,,,,notebooks
dataset/raw/notebook/notebook_13.jpg,,,,notebooks
dataset/raw/notebook/notebook_14.jpg,,,,notebooks
dataset/raw/notebook/notebook_15.jpg,,,,notebooks
dataset/raw/notebook/notebook_16.jpg,,,,notebooks
dataset/raw/notebook/notebook_17.jpg,,,,notebooks
dataset/raw/notebook/notebook_18.jpg,,,,notebooks
dataset/raw/notebook/notebook_19.jpg,,,,notebooks
dataset/raw/notebook/notebook_20.jpg,,,,notebooks
dataset/raw/notebook/notebook_21.jpg,,,,notebooks
dataset/raw/notebook/notebook_22.jpg,,,,notebooks
dataset/raw/notebook/notebook_23.jpg,,,,notebooks
dataset/raw/notebook/notebook_24.jpg,,,,notebooks
dataset/raw/notebook/notebook_25.jpg,,,,notebooks
dataset/raw/notebook/notebook_26.jpg,,,,notebooks
dataset/raw/notebook/notebook_27.jpg,,,,notebooks
dataset/raw/notebook/notebook_28.jpg,,,,notebooks
dataset/raw/notebook/notebook_29.jpg,,,,notebooks
dataset/raw/notebook/notebook_30.jpg,,,,notebooks
dataset/raw/notebook/notebook_31.jpg,,,,notebooks
dataset/raw/notebook/notebook_32.jpg,,,,notebooks
dataset/raw/notebook/notebook_33.jpg,,,,notebooks
dataset/raw/notebook/notebook_34.jpg,,,,notebooks
dataset/raw/notebook/notebook_35.jpg,,,,notebooks
dataset/raw/notebook/notebook_36.jpg,,,,notebooks
dataset/raw/notebook/notebook_37.jpg,,,,notebooks
dataset/raw/notebook/notebook_38.jpg,,,,notebooks
dataset/raw/notebook/notebook_39.jpg,,,,notebooks
dataset/raw/notebook/notebook_40.jpg,,,,notebooks
dataset/raw/notebook/notebook_41.jpg,,,,notebooks
dataset/raw/notebook/notebook_42.jpg,,,,notebooks
dataset/raw/notebook/notebook_43.jpg,,,,notebooks
dataset/raw/notebook/notebook_44.jpg,,,,notebooks
dataset/raw/notebook/notebook_45.jpg,,,,notebooks
dataset/raw/perfume/perfume_01.jpg,,,,perfumes
dataset/raw/perfume/perfume_02.jpg,,,,perfumes
dataset/raw/perfume/perfume_03.jpg,,,,perfumes
dataset/raw/perfume/perfume_04.jpg,,,,perfumes
dataset/raw/perfume/perfume_05.jpg,,,,perfumes
dataset/raw/perfume/perfume_06.jpg,,,,perfumes
dataset/raw/perfume/perfume_07.jpg,,,,perfumes
dataset/raw/perfume/perfume_08.jpg,,,,perfumes
dataset/raw/perfume/perfume_09.jpg,,,,perfumes
dataset/raw/perfume/perfume_10.jpg,,,,perfumes
dataset/raw/perfume/perfume_11.jpg,,,,perfumes
dataset/raw/perfume/perfume_12.jpg,,,,perfumes
dataset/raw/perfume/perfume_13.jpg,,,,perfumes
dataset/raw/perfume/perfume_14.jpg,,,,perfumes
dataset/raw/perfume/perfume_15.jpg,,,,perfumes
dataset/raw/perfume/perfume_16.jpg,,,,perfumes
dataset/raw/perfume/perfume_17.jpg,,,,perfumes
dataset/raw/perfume/perfume_18.jpg,,,,perfumes
dataset/raw/perfume/perfume_19.jpg,,,,perfumes
dataset/raw/perfume/perfume_20.jpg,,,,perfumes
dataset/raw/perfume/perfume_21.jpg,,,,perfumes
dataset/raw/perfume/perfume_22.jpg,,,,perfumes
dataset/raw/perfume/perfume_23.jpg,,,,perfumes
dataset/raw/perfume/perfume_24.jpg,,,,perfumes
dataset/raw/perfume/perfume_25.jpg,,,,perfumes
dataset/raw/perfume/perfume_26.jpg,,,,perfumes
dataset/raw/perfume/perfume_27.jpg,,,,perfumes
dataset/raw/perfume/perfume_28.jpg,,,,perfumes
dataset/raw/perfume/perfume_29.jpg,,,,perfumes
dataset/raw/perfume/perfume_30.jpg,,,,perfumes
dataset/raw/perfume/perfume_31.jpg,,,,perfumes
dataset/raw/perfume/perfume_32.jpg,,,,perfumes
dataset/raw/perfume/perfume_33.jpg,,,,perfumes
dataset/raw/perfume/perfume_34.jpg,,,,perfumes
dataset/raw/perfume/perfume_35.jpg,,,,perfumes
dataset/raw/perfume/perfume_36.jpg,,,,perfumes
dataset/raw/perfume/perfume_37.jpg,,,,perfumes
dataset/raw/perfume/perfume_38.jpg,,,,perfumes
dataset/raw/perfume/perfume_39.jpg,,,,perfumes
dataset/raw/perfume/perfume_40.jpg,,,,perfumes
dataset/raw/perfume/perfume_41.jpg,,,,perfumes
dataset/raw/perfume/perfume_42.jpg,,,,perfumes
dataset/raw/perfume/perfume_43.jpg,,,,perfumes
dataset/raw/perfume/perfume_44.jpg,,,,perfumes
dataset/raw/perfume/perfume_45.jpg,,,,perfumes
dataset/raw/perfume/perfume_46.jpg,,,,perfumes
dataset/raw/perfume/perfume_47.jpg,,,,perfumes
dataset/raw/perfume/perfume_48.jpg,,,,perfumes
dataset/raw/perfume/perfume_49.jpg,,,,perfumes
dataset/raw/perfume/perfume_50.jpg,,,,perfumes
dataset/raw/perfume/perfume_51.jpg,,,,perfumes
dataset/raw/perfume/perfume_52.jpg,,,,perfumes
dataset/raw/perfume/perfume_53.jpg,,,,perfumes
